auteur_joconde,qid_wikidata,label_wikidata,naissance,deces,trouve
Inconnu (-);Inconnu (-),,,,,False
GHERARDINI Melchiorre (1607-1668);LANGLOIS François (1588-1647) : Editeur,Q1112933,Melchiorre Gherardini,1607.0,1668.0,True
LAMBERT Louis Eugène,,,,,False
COURT Joseph Désiré,,,,,False
LEFEVRE Robert,Q65590005,Robert Lefevre,1950.0,,True
MONNOYER Jean-Baptiste,Q3087909,Jean-Baptiste Monnoyer,1636.0,,True
DYCK Anton Van,,,,,False
LEBOURG Charles Albert,,,,,False
WINTERHALTER Franz Xavier,,,,,False
Huet Paul (1803-1869),Q1354027,Paul Huet,1803.0,1869.0,True
Arnould Reynold (1919-1980),Q3428908,Reynold Arnould,1919.0,1980.0,True
Gamelin Jacques (1738-1803),Q1677984,Jacques Gamelin,1738.0,1803.0,True
Daumier Honoré (1808-1879);Barbedienne Ferdinand (fondeur),Q187506,Honoré Daumier,1808.0,1879.0,True
LE GULUCHE Joseph Marie,,,,,False
Béraud Jean (1849-1935),Q461907,Jean Béraud,1849.0,1935.0,True
Daumier Honoré (1808-1879) (sculpteur);Leblanc-Barbedienne Jules (1882-1961) (fondeur),Q187506,Honoré Daumier,1808.0,1879.0,True
Dewasne Jean (1921-1999),Q127266,Jean Dewasne,1921.0,1999.0,True
Edel Alfredo (1856-1912),Q4723765,Alfredo Edel,1856.0,1912.0,True
Jouas Charles (1866-1942),Q2959496,Charles Jouas,1866.0,1942.0,True
Michallon Achille-Etna (1796-1822),,,1796.0,1822.0,False
VERNET Joseph,Q315819,Joseph Vernet,1714.0,,True
Barrias Louis-Ernest (1841-1905),Q1289500,Louis-Ernest Barrias,1841.0,1905.0,True
VAN DEN BOGAERT Martin;DESJARDINS Martin (dit),,,,,False
MARILLER Charles Philibert (peintre),,,,,False
Belly Léon (1827-1877),Q3270722,Léon Belly,1827.0,1877.0,True
Cazin Jean-Charles (1841-1901),Q2778951,Jean-Charles Cazin,1841.0,1901.0,True
Rabier Benjamin (1864-1939),Q1873872,Benjamin Rabier,1864.0,1939.0,True
Mainssieux Lucien (1885-1958),Q3265622,Lucien Mainssieux,1885.0,1958.0,True
Le Veel Armand (1821-1905),,,1821.0,1905.0,False
Kotra Charles (1869-1942),Q123786478,Charles Kotra,1869.0,1942.0,True
Blanchard Jacques (1600-1638),Q385845,Jacques Blanchard,1600.0,1638.0,True
GIGOUX Jean,Q1357191,Jean Gigoux,1806.0,,True
Isabey Eugène (1813-1892),Q714341,Eugène Isabey,1803.0,1892.0,True
ABEL DE PUJOL Alexandre Denis,,,,,False
MAILLOL Aristide,Q153920,Aristide Maillol,1861.0,,True
Albani Francesco (1578-1660),Q358147,Francesco Albani,1578.0,1660.0,True
MAUFRA Maxime,Q1856520,Maxime Maufra,1861.0,,True
Vernet Horace (1789-1863),Q161145,Horace Vernet,1789.0,1863.0,True
Maillol Aristide (1861-1944),Q153920,Aristide Maillol,1861.0,1944.0,True
Luka Madeleine (1894-1989),Q21498091,Madeleine Luka,1894.0,1989.0,True
SLUTER Claus (auteur);WERVE Claus de (auteur),Q372367,Claus Sluter,1340.0,,True
MOYREAU Jean (1690-1762) : Graveur Editeur;WOUWERMAN Philips (1619-1668) : D'après,,,1690.0,1762.0,False
JORDAENS Jacob,Q270658,Jacob Jordaens,1593.0,,True
SERRE Michel,Q95613241,Michel Serre,1799.0,,True
Pignon Édouard (1905-1993),Q274424,Édouard Pignon,1905.0,1993.0,True
Rigaud Hyacinthe (1659-1743),Q49898,Hyacinthe Rigaud,1659.0,1743.0,True
TALUET Ferdinand,Q3068659,Ferdinand Taluet,1820.0,,True
CHINARD Joseph,Q3099451,Joseph Chinard,1756.0,,True
Rodin Auguste (1840-1917);NOGUES Robert (exécutant),Q30755,Auguste Rodin,1840.0,1917.0,True
Chaplain Jules-Clément (1839-1909),Q1748575,Jules Chaplain,1839.0,1909.0,True
BADIOU DE LA TRONCHERE Jacques Joseph Emile,,,,,False
Marin Enrique (1935-2020),Q35672115,Enrique Marín,1935.0,2020.0,True
Bouchery Omer (1882-1962),Q3351996,Omer Bouchery,1882.0,1962.0,True
Fanart Antonin (1831-1903),Q2857115,Antonin Fanart,1831.0,1903.0,True
Dürer Albrecht (1471-1528),Q5580,Albrecht Dürer,1471.0,1528.0,True
Avisseau Charles-Jean (1796-1861),Q52154582,Charles-Jean Avisseau,1795.0,1861.0,True
Kirili Alain (1946-2021),Q2829958,Alain Kirili,1946.0,2021.0,True
Ecole anglaise (-),,,,,False
Schacre Jean-Baptiste (1808-1876),Q1684684,Jean-Baptiste Schacre,1808.0,1876.0,True
LANCELOT Gustave (attribué),Q52218625,Gustave Lancelot,1830.0,,True
BOULLOGNE Louis le Jeune,,,,,False
Vigée-Le Brun Louise-Élisabeth (1755-1842),,,1755.0,1842.0,False
VINCENT François André,,,,,False
VIEN Joseph Marie,,,,,False
COYPEL Antoine,Q585926,Antoine Coypel,1661.0,,True
Pêcheur Anne-Marie (1950-....),Q59588480,Anne-Marie Pêcheur,1949.0,,True
SOUTINE Chaïm,Q160141,Chaïm Soutine,1893.0,,True
MICHEL Charles-Henri,Q13080831,Charles-Henri Michel,1817.0,,True
Rude François (1784-1855),Q346491,François Rude,1784.0,1855.0,True
MAINDRON Etienne Hippolyte,,,,,False
BOURICHE Henri Joseph Jacques;Maison ROUILLARD (mouleur),,,,,False
Mathey Georges (1887-1915),Q3103167,Georges Mathey,1887.0,1915.0,True
BOMPARD Maurice (peintre),Q3300459,Maurice Bompard,1854.0,,True
"ATELIER DE LA VALLEE DE L'ALLIER (céramiste, style)",,,,,False
Maubert Pierre (1884-1957),Q26844520,Pierre Maubert,1884.0,1957.0,True
Heim François Joseph (1787-1865),,,1787.0,1865.0,False
Hersent Louis (1777-1860),Q761853,Louis Hersent,1777.0,1860.0,True
JOUVENET Jean-Baptiste,Q712455,Jean-Baptiste Jouvenet,1644.0,,True
RIOULT Louis Edouard,,,,,False
Manet Édouard (1832-1883),Q40599,Édouard Manet,1832.0,1883.0,True
Vlaminck Maurice de (1876-1958),Q241098,Q241098,1876.0,1958.0,True
DEBACQ Charles Alexandre,,,,,False
BLANCHE Jacques Emile,,,,,False
HERVE-MATHE Jules Alfred,,,,,False
GIORDANO Luca,Q332494,Luca Giordano,1632.0,,True
RIVIERE Théodore Louis Auguste,,,,,False
BAFFIER Jean Eugène,,,,,False
RINGEL D'ILLZACH Jean Désiré,,,,,False
"Boucher Louis (dessinateur, peintre)",Q110211498,Louis Boucher,1857.0,,True
Chifflart François-Nicolas (1825-1901),,,1825.0,1901.0,False
Pensée Charles (1799-1871),Q2959967,Charles François Joseph Pensée,1799.0,1871.0,True
Delavallée Henri (1862-1943),Q5715422,Henri Delavallée,1862.0,1943.0,True
Picasso Pablo (1881-1973) (graveur);Frélaut Jacques (1913-1997) (imprimeur),Q5593,Pablo Picasso,1881.0,1973.0,True
Lambilliotte Alain (1948-....),Q104439485,Alain Lambilliotte,1948.0,,True
Merson Luc-Olivier (1846-1920),Q390904,Luc-Olivier Merson,1846.0,1920.0,True
De Chirico Giorgio (1888-1978),Q156622,Giorgio De Chirico,1888.0,1978.0,True
DAUZATS Adrien,Q970806,Adrien Dauzats,1804.0,,True
LA FOSSE Charles de,Q1066580,Charles de La Fosse,1636.0,,True
RIGAU Y ROS Hyacinthe;RIGAUD Hyacinthe (dit),,,,,False
Jongkind Johan Barthold (1819-1891),,,1819.0,1891.0,False
BOMPARD Maurice,Q3300459,Maurice Bompard,1854.0,,True
GUIFARD Dominique Henri,,,,,False
SAUVAGE Pieter Joseph;SAUVAGE Piat (dit),,,,,False
Bryen Camille (1907-1977),Q1646841,Camille Bryen,1907.0,1977.0,True
DUHEM Henri,Q3131012,Henri Duhem,1860.0,,True
SAINT-MARCEAUX Charles René de Paul de,,,,,False
LEYSNER Sebastian Johann,,,,,False
BROUILLET Pierre Amédée,,,,,False
AREL Dominique (dit);MORVAN Dominique (patronyme),Q134452527,Dominique Arel,1959.0,,True
BRUNNER-LACOSTE Henri (peintre),,,,,False
Chinard Joseph (1756-1813) (sculpteur),Q3099451,Joseph Chinard,1756.0,1813.0,True
Brianchon Maurice (1899-1979),Q3300481,Maurice Brianchon,1899.0,1979.0,True
Canaletto (1697-1768),Q182664,Canaletto,1697.0,1768.0,True
Pape Constant (1865-1920),,,1865.0,1920.0,False
Lafage Raymond (1656-1684),Q3420968,Q3420968,1656.0,1684.0,True
DELAUNE Étienne (1518-1583) : Graveur;PELLERIN Baptiste (...-1575) : D'après,,,1518.0,1583.0,False
Caruelle d'Aligny Théodore (1798-1871),Q320899,Théodore Caruelle d'Aligny,1798.0,1871.0,True
Delaroche Paul (1797-1856),Q322582,Paul Delaroche,1797.0,1856.0,True
Parrocel Joseph (1646-1704),Q1366812,Joseph Parrocel,1646.0,1704.0,True
Yvon Adolphe (1817-1893),Q365891,Q365891,1817.0,1893.0,True
VENIUS Otto;VEEN Otto Van (dit),,,,,False
SEYSSAUD René,Q3426890,René Seyssaud,1867.0,,True
COTTET Charles,Q1574250,Charles Cottet,1863.0,,True
Laparra William (1873-1920),Q3514997,William Laparra,1873.0,1920.0,True
Lefranc Jules (1887-1972),Q3188723,Jules Lefranc,1887.0,1972.0,True
Baudouin Paul Albert (1844-1931),,,1844.0,1931.0,False
Migonney Jules (1876-1929),Q3188789,Jules Migonney,1876.0,1929.0,True
Rodin Auguste (1840-1917);RUDIER Eugène (fondeur),Q30755,Auguste Rodin,1840.0,1917.0,True
ROTY Louis Oscar,,,,,False
GALOS Victor,Q50298231,Victor Galos,1828.0,,True
Michau Raoul (1897-1981),Q19692515,Raoul Michau,1897.0,1981.0,True
SCHULTZ Albert,Q2638775,Albert Schultz,1940.0,,True
SAINT-MARCEAUX René De (dit) (sculpteur),,,,,False
Callot Jacques (1592-1635);Henriet Israël (1590?-1661),Q460124,Jacques Callot,1592.0,1635.0,True
Benn (Benejou Rabinowicz dit) (1905-1989),Q2896324,Benn,1905.0,1989.0,True
DOETECHUM Johannes I et Lucas van;VREDEMAN DE VRIES Hans (1527-1606);GALLE Theodor (1571-1633),,,,,False
HONDIUS Hendrick I (1573-1650) : Graveur Editeur,,,1573.0,1650.0,False
BERNAERTS Nicasius (attribué),Q7024540,Nicasius Bernaerts,1620.0,,True
Camoin Charles (1879-1965),Q968285,Charles Camoin,1879.0,1965.0,True
PANNINI Giovanni Paolo,,,,,False
Lefrançois Georges,,,,,False
MARE André,Q2848249,André Mare,1885.0,,True
Manessier Alfred (1911-1993),Q664268,Alfred Manessier,1911.0,1993.0,True
PRADIER Jean Jacques;PRADIER James (dit),,,,,False
LENOIR Charles Joseph,,,,,False
SAULO Georges Ernest,,,,,False
MAGGESI Dominique Fortuné,,,,,False
Bussière Gaston (1862-1928),Q1495565,Gaston Bussière,1862.0,1928.0,True
Decamps Alexandre-Gabriel (1803-1860),Q458288,Alexandre-Gabriel Decamps,1803.0,1860.0,True
Messagier Jean (1920-1999),Q827495,Jean Messagier,1920.0,1999.0,True
"COSSARD Adolphe (peintre, dessinateur)",Q41793656,Adolphe Cossard,1880.0,,True
Baille Édouard (1814-1888),Q3579727,Édouard Baille,1814.0,1888.0,True
Kitagawa Utamaro (1753-1806),,,1753.0,1806.0,False
Cavellat Pierre (1901-1995),Q3384320,Pierre Cavellat,1901.0,1995.0,True
Houssin Edouard Charles Marie (1847-1919),,,1847.0,1919.0,False
Basset,Q117453259,Basset,1997.0,,True
HOLLAR Wenceslaus (1607-1677) : Graveur;HOLBEIN Hans II (1497-1543) : D'après,,,1607.0,1677.0,False
Viaud Julien (1850-1923),Q48005508,Julien Viaud,2000.0,1923.0,True
Cabanel Alexandre (1823-1889),Q310437,Alexandre Cabanel,1823.0,1889.0,True
DECAISNE Henri,Q3132241,Henri de Caisne,1799.0,,True
Cornu Sébastien (1804-1870),,,1804.0,1870.0,False
Corneille Michel (1601?-1664),,,,,False
MICHAUD Hippolyte,Q12348908,Hippolyte Michaud,1823.0,,True
Degottex Jean (1918-1988),Q1685477,Jean Degottex,1918.0,1988.0,True
Autard Georges (1951-....),Q19885852,Georges Autard,1951.0,,True
Bastien-Lepage Jules (1848-1884),Q541859,Jules Bastien-Lepage,1848.0,1884.0,True
BRETON Luc (sculpteur),Q3264752,Luc Breton,1731.0,,True
Flandrin Jules (1871-1947),Q3188581,Jules Flandrin,1871.0,1947.0,True
CAMPAIN Pierre (peintre),Q110176384,Pierre Campain,1893.0,,True
Robert Armand,,,,,False
Fautrier Jean (1898-1964),Q537838,Jean Fautrier,1898.0,1964.0,True
Magnelli Alberto (1888-1971) (peintre),Q607568,Alberto Magnelli,1888.0,1971.0,True
Forget Charles-Jean (1886-1960),,,1886.0,1960.0,False
Leclercq Louis-Antoine (1856-1903),,,1856.0,1903.0,False
"Saint-Marceaux René de (Charles René de Paul de Saint-Marceaux, dit) (1845-1915)",Q2144917,René de Saint-Marceaux,1845.0,1915.0,True
Louis Hubert Noël;dit Louis-Noël (1839-1925),,,,,False
Rivalz Jean-Pierre (1625-1706),Q3169711,Jean-Pierre Rivalz,1625.0,1706.0,True
ARNAUD Anne François,,,,,False
BRIDEN Désiré,Q3045159,Désiré Briden,1850.0,,True
Ruhlmann Marthe (1905-1983),Q2379271,Marthe Ruhlmann,1905.0,1983.0,True
BELLANGE Hippolyte,,,,,False
BOURDON Sébastien,Q553795,Sébastien Bourdon,1616.0,,True
BELAY Pierre de,,,,,False
DUTILLEUX Constant,Q1127678,Constant Dutilleux,1807.0,,True
Grimou Alexis (1678-1733),Q2834524,Alexis Grimou,1678.0,1733.0,True
MULLER Charles Louis,,,,,False
DURAND-BRAGER Jean-Baptiste Henri,,,,,False
Monfreid Georges Daniel de (1856-1929),,,1856.0,1929.0,False
PUY Jean,Q1685780,Jean Puy,1876.0,,True
Dallemagne Léon (1837-1907),Q110017827,Léon Dallemagne,1837.0,1907.0,True
BALKE Peder,Q2272816,Peder Balke,1804.0,,True
Lemonnier Gabriel (1743-1824),Q17285374,Gabriel Lemonnier,1808.0,1824.0,True
SCHNEGG Lucien,Q19629955,Lucien Schnegg,1864.0,,True
SABLET Jean-François,,,,,False
Goetz Henri (1909-1989),Q2748223,Henri Goetz,1909.0,1989.0,True
Despiau Charles (1874-1946),Q82291,Charles Despiau,1874.0,1946.0,True
PETIT Jean (sculpteur),Q112415052,Jean Petit,1927.0,,True
COROT Camille (peintre),Q148475,Camille Corot,1796.0,,True
BLANC Charles (auteur),Q120714537,Charles Blanc,1921.0,,True
"LEMERCIER Eugène Emmanuel (peintre, dessinateur)",,,,,False
Lagrange Francis (1900-1964),Q16636925,Francis Lagrange,1900.0,1964.0,True
Alessandri Joseph (1940-2017),Q130736408,Joseph Alessandri,1940.0,2017.0,True
Pierre-Jean David;dit David d’Angers (1788-1856),,,,,False
LEPAUTRE Jean (1618-1682) : Graveur,,,1618.0,1682.0,False
Clerc Martine (1951-2007),Q112438927,Martine Clerc,1941.0,2007.0,True
Brown John-Lewis (1829-1890),Q3180832,John-Lewis Brown,1829.0,1890.0,True
André Albert (1869-1954),Q2830918,Albert André,1869.0,1954.0,True
Drouais François Hubert (1727-1775),,,1727.0,1775.0,False
LANCRET Nicolas,Q188172,Nicolas Lancret,1689.0,,True
VERDIER François,Q3085992,François Verdier,1900.0,,True
Schnetz Jean-Victor (1787-1870),,,1787.0,1870.0,False
FORT Siméon (dit);FORT Jean Antoine Siméon,,,,,False
Contencin Istres (1851-1925),Q30145060,Istres Contencin,1851.0,1925.0,True
CRAUK Charles Alexandre,,,,,False
HENNIN Gaston,,,,,False
Lemoine André (1913-2000),Q119819049,André Lemoine,1933.0,2000.0,True
Downing Joe (1925-2007),Q3180049,Joe Downing,1925.0,2007.0,True
PILON Germain,Q554943,Germain Pilon,1525.0,,True
BARRIAS Louis Ernest,,,,,False
Claudet Max (1840-1893),Q22575146,Max Claudet,1840.0,1893.0,True
Babey Théodore (peintre),,,,,False
Couturier Philibert-Léon (1823-1901),,,1823.0,1901.0,False
Boilly Louis Léopold (1761-1845),,,1761.0,1845.0,False
Centre Indéterminé,,,,,False
Utagawa Toyokuni (1769-1825),,,1769.0,1825.0,False
Utagawa Kuniyoshi (1797-1861),,,1797.0,1861.0,False
Calmelet Hedwig (1814-?),Q140374175,Hedwig Calmelet,1814.0,,True
Izouard Charles (1875-1955),,,1875.0,1955.0,False
Raguenet Nicolas Jean-Baptiste (1715-1793),,,1715.0,1793.0,False
Dupré Augustin (1748-1833),Q767735,Augustin Dupré,1748.0,1833.0,True
Braque Georges (1882-1963),Q153793,Georges Braque,1882.0,1963.0,True
GAMELIN Jacques,Q1677984,Jacques Gamelin,1738.0,,True
Marilhat Prosper (1811-1847),Q355990,Prosper Marilhat,1811.0,1847.0,True
MONVOISIN Raymond Quinsac,,,,,False
TASSEL Jean,Q18596382,Jean Tassel,1608.0,,True
GUILLAUMIN Armand,Q436844,Armand Guillaumin,1841.0,,True
Dujardin Karel (1626-1678),Q719666,Karel Dujardin,1626.0,1678.0,True
CAZES Romain,Q3440608,Romain Cazes,1808.0,,True
LUMINAIS Evariste Vital,,,,,False
VALTAT Louis,Q1872017,Louis Valtat,1869.0,,True
Brayer Yves (1907-1990),Q3102971,Yves Brayer,1907.0,1990.0,True
Cross Henri-Edmond (1856-1910),Q555224,Henri-Edmond Cross,1856.0,1910.0,True
Lefèvre Robert (1756-1830),Q559676,Robert Lefèvre,1756.0,1830.0,True
Debré Olivier (1920-1999),Q2637632,Olivier Debré,1920.0,1999.0,True
LACOUR Pierre Père,,,,,False
Staël Nicolas de (1914-1955),Q470551,Nicolas de Staël,1914.0,1955.0,True
Appian Adolphe (1818-1898),Q365656,Adolphe Appian,1818.0,1898.0,True
Duhem Rémy (1891-1915),Q98050612,Rémy Duhem,1891.0,1915.0,True
MICHEL Claude;CLODION (dit),Q102285755,Claude Michel,,,True
JULIEN Pierre,Q136398143,Pierre Julien,,,True
David d'Angers Pierre-Jean (1788-1856);Fumiere (fondeur),,,1788.0,1856.0,False
Lucas François (1736-1813),Q17452761,François Lucas,1736.0,1813.0,True
GUISSET René,Q131381328,René Guisset,1930.0,,True
VAN HECKE Arthur,Q2865363,Arthur Van Hecke,1924.0,,True
"Claudet Max (1840-1893) (sculpteur, céramiste)",Q22575146,Max Claudet,1840.0,1893.0,True
Gontier Clément (1876-1918),Q43130882,Clément Gontier,1876.0,1918.0,True
Truphemus Jacques (1922-2017) (peintre),,,1922.0,2017.0,False
GALLE Ernest (peintre),,,,,False
DEVOSGE Anatole (auteur),Q2845578,Anatole Devosge,1770.0,,True
COUBINE Othon,Q1342949,Othon Coubine,1883.0,,True
Croisy Aristide (1840-1899),Q2861361,Aristide Croisy,1840.0,1899.0,True
Migot Georges (1891-1976),Q717141,Georges Migot,1891.0,1976.0,True
Guirand Edmond (1812-1888),,,1812.0,1888.0,False
Della Bella Stefano (1610-1664);Henriet Israël (1590-1661) (éditeur),Q921242,Stefano Della Bella,1610.0,1664.0,True
GUERIN Pierre Narcisse Baron,,,,,False
LAURENT Ernest,Q2072609,Ernest Laurent,1859.0,,True
Guigou Paul (1834-1871),Q2348377,Paul Guigou,1834.0,1871.0,True
SUBLEYRAS Pierre,Q464898,Pierre Subleyras,1699.0,,True
VAN LOO Charles André;VAN LOO Carle (dit),,,,,False
SAINT-EVRE Gillot,Q3106627,Gillot Saint-Evre,1791.0,,True
CREUSE Auguste de,Q2871477,Auguste de Creuse,1806.0,,True
CALIARI Paolo;VERONESE (dit),,,,,False
RENI Guido;LE GUIDE (dit),Q109061,Guido Reni,1575.0,,True
LOTTIER Louis,Q52154823,Louis Lottier,1815.0,,True
Hantaï Simon (1922-2008),Q870924,Simon Hantaï,1922.0,2008.0,True
PUGET Pierre,Q119625746,Pierre Puget,1924.0,,True
Païles Isaac (1895-1978),Q3154760,Isaac Païles,1895.0,1978.0,True
GUARDI Francesco,Q318769,Francesco Guardi,1712.0,,True
JACOBBER Moïse,Q3327077,Moïse Jacobber,1786.0,,True
MARQUESTE Laurent Honoré,,,,,False
Morellet François (1926-2016),Q667780,François Morellet,1926.0,2016.0,True
Hackenschmidt Sabine (1873-1939),Q3460552,Sabine Hackenschmidt,1873.0,1939.0,True
RIFI Abdel-Kader,,,,,False
Degeorge Christophe Thomas (1786-1854),,,1786.0,1854.0,False
BLANCHE Jacques-Emile,,,,,False
Granchi-Taylor Achille (1857-1921),Q2823067,Achille Granchi-Taylor,1857.0,1921.0,True
Waidmann Pierre (1860-1937),Q3387333,Pierre Waidmann,1860.0,1937.0,True
Pompon François (1855-1933) (sculpteur),Q609754,François Pompon,1855.0,1933.0,True
Berthault Pierre-Gabriel (1737-1831);Prieur Jean-Louis,Q3383068,Pierre-Gabriel Berthault,1737.0,1831.0,True
Zenobel Pierre (1905-1996),Q110175295,Pierre Zenobel,1905.0,1996.0,True
Sicard François (1862-1934),Q2739036,François Sicard,1862.0,1934.0,True
Couvelet Jean-Baptiste (1772-1830),Q3163986,Jean-Baptiste Couvelet,1772.0,1830.0,True
Janmot Louis (1814-1892) (peintre),Q1382422,Louis Janmot,1814.0,1892.0,True
Manufacture Saladin-Lévesque,,,,,False
Van Spaendonck Gérard (1746-1822) (attrinué à),,,1746.0,1822.0,False
Jean de Bologne (1529-1608),,,1529.0,1608.0,False
"Penck A.R. (Ralf Winkler, dit) (1939-2017)",,,1939.0,2017.0,False
Pernelle Ernest Marie Louis (1870-1950),,,1870.0,1950.0,False
Tétard (-),,,,,False
Landreau Marcel (1922-1992),,,1922.0,1992.0,False
Grandin Eugène (1833-1916),Q46338737,Eugène Grandin,1833.0,1916.0,True
PUVIS DE CHAVANNES Pierre,,,,,False
Regnault Henri (1843-1871),Q553571,Henri Regnault,1843.0,1871.0,True
Raffaëlli Jean-François (1850-1924),Q658862,Jean-François Raffaëlli,1850.0,1924.0,True
VAN LOO Louis Michel,,,,,False
TOULOUSE-LAUTREC Henri de,Q82445,Henri de Toulouse-Lautrec,1864.0,,True
SERRUR Calixte,,,,,False
PHILIPPOTEAUX Henri Félix Emmanuel,,,,,False
Vinchon Auguste (1786-1855),Q2871451,Auguste Vinchon,1789.0,1855.0,True
COULON Jean-Baptiste,,,,,False
Boucher François (1703-1770) (attribué à),Q180932,François Boucher,1703.0,1770.0,True
Szenes Árpád (1897-1985),Q252421,Árpád Szenes,1897.0,1985.0,True
Renoir Auguste (1841-1919),Q39931,Auguste Renoir,1841.0,1919.0,True
NAIGEON Félix Jules,,,,,False
Messager Jean-Baptiste (1811-1885),Q3164280,Jean-Baptiste Messager,1812.0,1885.0,True
Lasne Jean (19111-1940),Q27031065,Jean Lasne,1911.0,,True
CARRIER-BELLEUSE Albert Ernest;CARRIER-BELLEUSE (dit),,,,,False
Rodin Auguste (1840-1917);SUSSE (fondeur),Q30755,Auguste Rodin,1840.0,1917.0,True
INJALBERT Jean Antoine,,,,,False
LANNO François Gaspard Aimé,,,,,False
Valtat Louis (1869-1952),Q1872017,Louis Valtat,1869.0,1952.0,True
Prévost (atelier),Q311480,Abbé Prévost,1697.0,,True
HUEBER Luc,Q3264843,Luc Hueber,1888.0,,True
POUS Jean,Q24205921,Jean Pous,1875.0,,True
DALOU Aimé Jules (sculpteur);SUSSE Frères (fondeur),,,,,False
Debat-Ponsan Édouard (1847-1913),Q274285,Édouard Debat-Ponsan,1847.0,1913.0,True
Laronze Jean (1852-1937) (dessinateur),Q3173007,Jean Laronze,1852.0,1937.0,True
Descelles Paul (1851-1915),Q3371050,Paul Descelles,1851.0,1915.0,True
Jouanny Paul (1854-1932),Q26839046,Paul Jouanny,1854.0,1932.0,True
Della Bella Stefano (1610-1664),Q921242,Stefano Della Bella,1610.0,1664.0,True
Bonneton Germain Eugène (1874-1914),,,1874.0,1914.0,False
Corneille de Lyon (1500?-1575) (atelier),,,,,False
Durameau Louis (1733-1796),,,1733.0,1796.0,False
Lorrain Claude (1600-1682),Q214074,Claude Gellée,1600.0,1682.0,True
ROBERT-FLEURY Joseph Nicolas,,,,,False
TROY François de,Q1232749,François de Troy,1645.0,,True
RIVALZ Antoine,Q1868680,Antoine Rivalz,1667.0,,True
ROQUES Joseph,Q16066417,Joseph Roques,1772.0,,True
COTELLE Jean l'Ainé,,,,,False
CAMINADE Alexandre François,,,,,False
MARTIN Jean-Baptiste;Martin DES BATAILLES (dit),Q112521805,Jean-Baptiste Martin,1943.0,,True
Parrocel Pierre (1670-1739),Q1751646,Pierre Parrocel,1670.0,1739.0,True
WOUWERMAN Philips,Q454671,Philips Wouwerman,1619.0,,True
SERUSIER Paul,,,,,False
Prinet René François Xavier (1861-1946),,,1861.0,1946.0,False
MENARD René,Q3426664,René Ménard,1605.0,,True
Delaunay Élie-Jules (1828-1891),,,1828.0,1891.0,False
LEROY Eugène,Q3059989,Eugène Leroy,1910.0,,True
BAUCHANT André,Q516924,André Bauchant,1873.0,,True
GUILLONNET Octave Denis Victor,,,,,False
Gleizes Albert (1881-1953),Q711903,Albert Gleizes,1881.0,1953.0,True
ZACHARIE Philippe Ernest,,,,,False
SANFOURCHE Jean Joseph,,,,,False
